Human_name	RefSeq.IDs	Ctrl462	Ctrl1850	Ctrl18294	Mut1847	Mut1088	Mut20699
C14orf1	NM_021446	10.3665225083852	10.1963450877405	9.52753137872076	10.397967631634	10.5760813938115	9.66340600737777
C14orf1	XM_006516117	10.3665225083852	10.1963450877405	9.52753137872076	10.397967631634	10.5760813938115	9.66340600737777
KIAA0141	NM_024179	10.1606169332645	9.40010784360838	9.69640904203068	9.35891813297805	9.41572092921447	9.47565412026521
C17orf49	NM_001177607	10.8966416009633	10.873703057281	10.340831490845	10.7761076767478	10.7782090571188	10.5124616855238
C17orf49	NM_001177601	10.8966416009633	10.873703057281	10.340831490845	10.7761076767478	10.7782090571188	10.5124616855238
C17orf49	NM_001177603	10.8966416009633	10.873703057281	10.340831490845	10.7761076767478	10.7782090571188	10.5124616855238
C17orf49	NM_145758	10.8966416009633	10.873703057281	10.340831490845	10.7761076767478	10.7782090571188	10.5124616855238
C17orf49	NM_026757	10.8966416009633	10.873703057281	10.340831490845	10.7761076767478	10.7782090571188	10.5124616855238
C17orf49	NM_001177606	10.8966416009633	10.873703057281	10.340831490845	10.7761076767478	10.7782090571188	10.5124616855238
C2orf68	XM_011251541	10.1803286907585	10.4766138060696	10.4285497066394	10.4325733279008	10.4129218669475	10.3829979917303
C2orf68	XM_132614	10.1803286907585	10.4766138060696	10.4285497066394	10.4325733279008	10.4129218669475	10.3829979917303
C2orf68	XM_006506534	10.1803286907585	10.4766138060696	10.4285497066394	10.4325733279008	10.4129218669475	10.3829979917303
C1orf123	XM_006503437	8.79429075091155	8.63820861135776	8.34310570986369	8.42532790120877	8.65510396762481	8.37012102459726
C1orf123	XM_006503440	8.79429075091155	8.63820861135776	8.34310570986369	8.42532790120877	8.65510396762481	8.37012102459726
C1orf123	XM_006503439	8.79429075091155	8.63820861135776	8.34310570986369	8.42532790120877	8.65510396762481	8.37012102459726
C1orf123	NM_028754	8.79429075091155	8.63820861135776	8.34310570986369	8.42532790120877	8.65510396762481	8.37012102459726
C1orf123	XM_006503438	8.79429075091155	8.63820861135776	8.34310570986369	8.42532790120877	8.65510396762481	8.37012102459726
C21orf59	NM_026502	8.5957065880424	8.80738832324512	7.85736177658475	8.54341320055083	8.63114481094651	7.77702376155605
C11orf58	XM_011241867	9.98449719356457	10.0334403757591	9.77897237708354	10.0510731658167	9.85581357582163	10.0781889018346
C11orf58	NM_019772	9.98449719356457	10.0334403757591	9.77897237708354	10.0510731658167	9.85581357582163	10.0781889018346
C20orf24	NM_026124	10.7529330000944	10.8666152426676	9.95080312323046	10.9026747399236	10.8233176032157	10.2280817519505
CXorf40A	NM_026787	8.59111676320896	8.49152613037957	8.08141602791426	8.52914922255301	8.27810777167548	7.61594207687521
C11orf1	NM_023483	9.12474682919479	9.07506136043665	8.83460297071252	9.06301998932986	8.80690842393898	8.72904037660635
C11orf1	XM_006510579	9.12474682919479	9.07506136043665	8.83460297071252	9.06301998932986	8.80690842393898	8.72904037660635
C11orf1	XM_006510577	9.12474682919479	9.07506136043665	8.83460297071252	9.06301998932986	8.80690842393898	8.72904037660635
C11orf1	XM_006510578	9.12474682919479	9.07506136043665	8.83460297071252	9.06301998932986	8.80690842393898	8.72904037660635
C11orf1	NM_001311073	9.12474682919479	9.07506136043665	8.83460297071252	9.06301998932986	8.80690842393898	8.72904037660635
KIAA1429	XM_006538160	10.3898235971841	10.2306427817181	10.4126640595389	10.3689588446004	10.2811031569286	10.4809719444508
KIAA1429	XM_283937	10.3898235971841	10.2306427817181	10.4126640595389	10.3689588446004	10.2811031569286	10.4809719444508
C9orf85	NM_025423	10.5551293364634	10.4523171422892	10.7301502161649	10.8616584184307	10.7610292260954	10.7482733447301
C3orf58	NM_001033145	9.51825500577254	9.69524445208047	9.59364391847021	9.78763699665118	9.93880651527701	10.356287904239
C6orf120	NM_001083880	10.1131397999016	9.96162114293586	9.86871710963876	10.0553093125898	10.080270404999	10.1402105147823
C6orf120	NM_001083882	10.1131397999016	9.96162114293586	9.86871710963876	10.0553093125898	10.080270404999	10.1402105147823
C6orf120	NM_026451	10.1131397999016	9.96162114293586	9.86871710963876	10.0553093125898	10.080270404999	10.1402105147823
C6orf120	NM_001083881	10.1131397999016	9.96162114293586	9.86871710963876	10.0553093125898	10.080270404999	10.1402105147823
C19orf12	NM_028166	11.0527641285344	11.368973691397	11.0875591536425	11.5870696730167	10.8734168017802	11.8977192969809
C19orf12	NM_001085385	11.0527641285344	11.368973691397	11.0875591536425	11.5870696730167	10.8734168017802	11.8977192969809
C17orf98	XM_126645	0	0	0	0	0	2.48302206273401
C17orf105	XM_126493	0	0	0	0	0	0
C19orf81	XM_011250899	2.5681693861122	0	2.60460545198098	2.90056604657195	2.53716042659793	0
C19orf81	XM_133454	2.5681693861122	0	2.60460545198098	2.90056604657195	2.53716042659793	0
C19orf81	XM_006541172	2.5681693861122	0	2.60460545198098	2.90056604657195	2.53716042659793	0
C19orf81	XM_011250900	2.5681693861122	0	2.60460545198098	2.90056604657195	2.53716042659793	0
C19orf81	XM_006541171	2.5681693861122	0	2.60460545198098	2.90056604657195	2.53716042659793	0
C6orf118	NM_025851	6.62609651244941	5.39441637385955	6.77381503966451	5.92947792238526	5.8106687836741	5.27211616840973
C6orf118	XM_006523343	6.62609651244941	5.39441637385955	6.77381503966451	5.92947792238526	5.8106687836741	5.27211616840973
C6orf118	XM_011246220	6.62609651244941	5.39441637385955	6.77381503966451	5.92947792238526	5.8106687836741	5.27211616840973
C6orf118	XM_006523342	6.62609651244941	5.39441637385955	6.77381503966451	5.92947792238526	5.8106687836741	5.27211616840973
C4orf51	XM_006531314	0	0	1.83862249439275	0	0	0
C4orf51	XM_134463	0	0	1.83862249439275	0	0	0
C4orf51	XM_011248492	0	0	1.83862249439275	0	0	0
Gm5132	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm6026	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm14474	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm14476	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm14482	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm14478	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm14484	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
Gm16501	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
LOC101928761	NM_029588	0	2.62717530235616	0	1.797040311211	1.81908052342301	1.03534089374133
C1orf158	XM_131817	0	0	1.07864367792527	1.797040311211	0	0
C1orf158	XM_006539154	0	0	1.07864367792527	1.797040311211	0	0
LOC102723899	NM_001200025	0	0	0	0	0	1.03534089374133
LOC102723899	XM_006503594	0	0	0	0	0	1.03534089374133
C17orf97	XM_006534355	6.3346816135236	6.4946448067438	4.80118876674094	4.69237038637236	4.66899212004356	4.09531410083909
C17orf97	NM_198637	6.3346816135236	6.4946448067438	4.80118876674094	4.69237038637236	4.66899212004356	4.09531410083909
C15orf39	XM_006511516	7.99697339082363	8.04486821894831	7.99770448322979	8.44912050688976	8.62536660452543	9.07432369290946
C15orf39	XM_134943	7.99697339082363	8.04486821894831	7.99770448322979	8.44912050688976	8.62536660452543	9.07432369290946
C12orf50	XM_006513955	0	0	0	0	0	0
C12orf50	XM_006513956	0	0	0	0	0	0
C12orf50	NM_001081246	0	0	0	0	0	0
C16orf95	XM_011248543	0	0	0	0	0	0
C16orf95	XM_011248542	0	0	0	0	0	0
C16orf95	XM_006531474	0	0	0	0	0	0
C16orf95	NM_029597	0	0	0	0	0	0
C16orf95	XM_006531476	0	0	0	0	0	0
C16orf95	XM_011248540	0	0	0	0	0	0
C16orf95	XM_011248539	0	0	0	0	0	0
C16orf95	XM_006531475	0	0	0	0	0	0
C16orf95	XM_011248541	0	0	0	0	0	0
LOC100505478	XM_006538331	0	0	0	0	0	0
LOC100505478	XM_204087	0	0	0	0	0	0
Gm5565	NM_027069	0	0	0	0	0	0
